year-month,ing_id,ing_name,avg_stock,stock_volatility,volatility_index,risk_tier
2024-05,ing002,"Roasted Red Peppers",16.87,2.89,0.17,"Green Healthy (Rock-Solid Stability)"
2024-05,ing003,"Goat Cheese",11.03,2.02,0.18,"Green Healthy (Rock-Solid Stability)"
2024-05,ing004,"Black Olives",20.55,2.98,0.15,"Green Healthy (Rock-Solid Stability)"
2024-05,ing005,"Sun-Dried Tomatoes",13.97,2.4,0.17,"Green Healthy (Rock-Solid Stability)"
2024-05,ing006,"Spicy Chicken",8.29,1.37,0.17,"Green Healthy (Rock-Solid Stability)"
2024-05,ing007,Jalapenos,16.87,3.21,0.19,"Green Healthy (Rock-Solid Stability)"
2024-05,ing008,"Smoked Gouda",9.39,1.86,0.2,"Yellow Warning (Moderately Shifting)"
2024-05,ing009,"Chipotle Sauce",15.39,2.7,0.18,"Green Healthy (Rock-Solid Stability)"
2024-05,ing010,"Wild Mushrooms",7.72,3.15,0.41,"Yellow Warning (Moderately Shifting)"
2024-05,ing011,"Truffle Oil",4.63,0.87,0.19,"Green Healthy (Rock-Solid Stability)"
2024-05,ing012,Mozzarella,17.29,2.89,0.17,"Green Healthy (Rock-Solid Stability)"
2024-05,ing013,"Fresh Spinach",12.45,2.08,0.17,"Green Healthy (Rock-Solid Stability)"
2024-05,ing014,"Italian Sausage",8.97,1.82,0.2,"Yellow Warning (Moderately Shifting)"
2024-05,ing015,"Roasted Garlic",15.48,2.34,0.15,"Green Healthy (Rock-Solid Stability)"
2024-05,ing016,"Red Onion",17.26,3.11,0.18,"Green Healthy (Rock-Solid Stability)"
2024-05,ing017,"Fresh Basil",8.42,0.49,0.06,"Green Healthy (Rock-Solid Stability)"
2024-05,ing018,"Smoked Salmon",-2.13,3.7,-1.74,"Red Alert (Wildly Volatile)"
2024-05,ing019,"Dill Cream Cheese",9.20,1.92,0.21,"Yellow Warning (Moderately Shifting)"
2024-05,ing020,Capers,9.97,1.54,0.15,"Green Healthy (Rock-Solid Stability)"
2024-05,ing021,Arugula,15.17,0.45,0.03,"Green Healthy (Rock-Solid Stability)"
2024-05,ing022,"BBQ Brisket",7.61,1.47,0.19,"Green Healthy (Rock-Solid Stability)"
2024-05,ing023,"Cheddar Cheese",10.97,2.18,0.2,"Yellow Warning (Moderately Shifting)"
2024-05,ing024,"BBQ Sauce",14.26,1.87,0.13,"Green Healthy (Rock-Solid Stability)"
2024-05,ing025,"Tandoori Chicken",8.32,1.94,0.23,"Yellow Warning (Moderately Shifting)"
2024-05,ing026,"Mint Yogurt",10.23,1.86,0.18,"Green Healthy (Rock-Solid Stability)"
2024-05,ing027,"Green Chilli",7.03,1.26,0.18,"Green Healthy (Rock-Solid Stability)"
2024-05,ing028,"Grilled Pineapple",9.31,1.46,0.16,"Green Healthy (Rock-Solid Stability)"
2024-05,ing029,"Pulled Pork",5.31,1.78,0.34,"Yellow Warning (Moderately Shifting)"
2024-05,ing030,"Truffle Fries",17.60,3.69,0.21,"Yellow Warning (Moderately Shifting)"
2024-05,ing031,Parmesan,9.92,0.27,0.03,"Green Healthy (Rock-Solid Stability)"
2024-05,ing032,"Cauliflower Florets",15.78,2.97,0.19,"Green Healthy (Rock-Solid Stability)"
2024-05,ing033,"Buffalo Sauce",10.85,0.36,0.03,"Green Healthy (Rock-Solid Stability)"
2024-05,ing034,Ranch,13.56,1.57,0.12,"Green Healthy (Rock-Solid Stability)"
2024-05,ing036,Kale,15.50,1.35,0.09,"Green Healthy (Rock-Solid Stability)"
2024-05,ing037,Spinach,14.71,2.64,0.18,"Green Healthy (Rock-Solid Stability)"
2024-05,ing038,Avocado,13.46,0.71,0.05,"Green Healthy (Rock-Solid Stability)"
2024-05,ing039,"Mixed Seeds",15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-05,ing040,"Caramel Filling",11.88,2.33,0.2,"Yellow Warning (Moderately Shifting)"
2024-05,ing041,"Chocolate Syrup",17.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-05,ing042,"Espresso Panna Base",9.63,1.68,0.17,"Green Healthy (Rock-Solid Stability)"
2024-05,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-05,ing044,"Berry Mix",17.04,2.63,0.15,"Green Healthy (Rock-Solid Stability)"
2024-05,ing045,"Oat Crumble",16.32,2.02,0.12,"Green Healthy (Rock-Solid Stability)"
2024-05,ing046,"Mango Sticky Rice Mix",14.21,2.55,0.18,"Green Healthy (Rock-Solid Stability)"
2024-05,ing047,"Cold Brew Coffee",43.71,9.02,0.21,"Yellow Warning (Moderately Shifting)"
2024-05,ing049,"Ginger Fizz 33cl",53.46,13.97,0.26,"Yellow Warning (Moderately Shifting)"
2024-05,ing050,"Ginger Fizz 1.5L",30.46,7.25,0.24,"Yellow Warning (Moderately Shifting)"
2024-05,ing051,"Lime Mint Sparkle 33cl",55.79,11.21,0.2,"Yellow Warning (Moderately Shifting)"
2024-05,ing054,"Berry Kombucha 1.5L",31.27,7.24,0.23,"Yellow Warning (Moderately Shifting)"
2024-05,ing035,"Garlic Knots",24.15,4.07,0.17,"Green Healthy (Rock-Solid Stability)"
2024-05,ing048,"Cold Brew Coffee 1.5L",30.64,7.03,0.23,"Yellow Warning (Moderately Shifting)"
2024-05,ing052,"Lime Mint Sparkle 1.5L",29.20,10,0.34,"Yellow Warning (Moderately Shifting)"
2024-05,ing053,"Berry Kombucha 33cl",47.92,10.9,0.23,"Yellow Warning (Moderately Shifting)"
2024-06,ing001,"Flatbread Dough (8-pack)",13.97,8.61,0.62,"Red Alert (Wildly Volatile)"
2024-06,ing002,"Roasted Red Peppers",16.70,2.56,0.15,"Green Healthy (Rock-Solid Stability)"
2024-06,ing003,"Goat Cheese",10.60,1.8,0.17,"Green Healthy (Rock-Solid Stability)"
2024-06,ing004,"Black Olives",21.13,3.19,0.15,"Green Healthy (Rock-Solid Stability)"
2024-06,ing005,"Sun-Dried Tomatoes",14.40,2.4,0.17,"Green Healthy (Rock-Solid Stability)"
2024-06,ing006,"Spicy Chicken",8.62,1.75,0.2,"Yellow Warning (Moderately Shifting)"
2024-06,ing007,Jalapenos,16.33,3.24,0.2,"Yellow Warning (Moderately Shifting)"
2024-06,ing008,"Smoked Gouda",10.00,2.23,0.22,"Yellow Warning (Moderately Shifting)"
2024-06,ing009,"Chipotle Sauce",14.62,2.12,0.15,"Green Healthy (Rock-Solid Stability)"
2024-06,ing010,"Wild Mushrooms",8.34,2.29,0.27,"Yellow Warning (Moderately Shifting)"
2024-06,ing011,"Truffle Oil",5.17,1.27,0.25,"Yellow Warning (Moderately Shifting)"
2024-06,ing012,Mozzarella,17.17,2.78,0.16,"Green Healthy (Rock-Solid Stability)"
2024-06,ing013,"Fresh Spinach",13.76,2.16,0.16,"Green Healthy (Rock-Solid Stability)"
2024-06,ing014,"Italian Sausage",8.66,1.44,0.17,"Green Healthy (Rock-Solid Stability)"
2024-06,ing015,"Roasted Garlic",13.76,1.79,0.13,"Green Healthy (Rock-Solid Stability)"
2024-06,ing016,"Red Onion",16.93,3.35,0.2,"Yellow Warning (Moderately Shifting)"
2024-06,ing017,"Fresh Basil",8.31,1.29,0.16,"Green Healthy (Rock-Solid Stability)"
2024-06,ing018,"Smoked Salmon",-4.07,3.61,-0.89,"Red Alert (Wildly Volatile)"
2024-06,ing019,"Dill Cream Cheese",9.11,1.99,0.22,"Yellow Warning (Moderately Shifting)"
2024-06,ing020,Capers,8.68,0.54,0.06,"Green Healthy (Rock-Solid Stability)"
2024-06,ing021,Arugula,12.18,0.97,0.08,"Green Healthy (Rock-Solid Stability)"
2024-06,ing022,"BBQ Brisket",7.62,1.69,0.22,"Yellow Warning (Moderately Shifting)"
2024-06,ing023,"Cheddar Cheese",11.17,1.8,0.16,"Green Healthy (Rock-Solid Stability)"
2024-06,ing024,"BBQ Sauce",13.83,1.78,0.13,"Green Healthy (Rock-Solid Stability)"
2024-06,ing025,"Tandoori Chicken",8.30,1.7,0.2,"Yellow Warning (Moderately Shifting)"
2024-06,ing026,"Mint Yogurt",10.03,1.78,0.18,"Green Healthy (Rock-Solid Stability)"
2024-06,ing027,"Green Chilli",6.73,1.31,0.2,"Yellow Warning (Moderately Shifting)"
2024-06,ing028,"Grilled Pineapple",9.24,1.48,0.16,"Green Healthy (Rock-Solid Stability)"
2024-06,ing029,"Pulled Pork",5.59,1.65,0.3,"Yellow Warning (Moderately Shifting)"
2024-06,ing030,"Truffle Fries",17.70,3.35,0.19,"Green Healthy (Rock-Solid Stability)"
2024-06,ing031,Parmesan,8.83,0.38,0.04,"Green Healthy (Rock-Solid Stability)"
2024-06,ing035,"Garlic Knots",26.33,3.22,0.12,"Green Healthy (Rock-Solid Stability)"
2024-06,ing036,Kale,13.64,0.48,0.04,"Green Healthy (Rock-Solid Stability)"
2024-06,ing037,Spinach,14.73,2.2,0.15,"Green Healthy (Rock-Solid Stability)"
2024-06,ing038,Avocado,13.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-06,ing039,"Mixed Seeds",15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-06,ing042,"Espresso Panna Base",10.00,1.49,0.15,"Green Healthy (Rock-Solid Stability)"
2024-06,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-06,ing044,"Berry Mix",17.26,0.97,0.06,"Green Healthy (Rock-Solid Stability)"
2024-06,ing045,"Oat Crumble",12.85,0.45,0.03,"Green Healthy (Rock-Solid Stability)"
2024-06,ing046,"Mango Sticky Rice Mix",15.90,2.38,0.15,"Green Healthy (Rock-Solid Stability)"
2024-06,ing049,"Ginger Fizz 33cl",51.07,10.46,0.2,"Yellow Warning (Moderately Shifting)"
2024-06,ing050,"Ginger Fizz 1.5L",28.93,10.78,0.37,"Yellow Warning (Moderately Shifting)"
2024-06,ing051,"Lime Mint Sparkle 33cl",50.12,11.49,0.23,"Yellow Warning (Moderately Shifting)"
2024-06,ing052,"Lime Mint Sparkle 1.5L",30.63,8.39,0.27,"Yellow Warning (Moderately Shifting)"
2024-06,ing053,"Berry Kombucha 33cl",47.31,12.08,0.26,"Yellow Warning (Moderately Shifting)"
2024-06,ing054,"Berry Kombucha 1.5L",27.08,9.75,0.36,"Yellow Warning (Moderately Shifting)"
2024-06,ing032,"Cauliflower Florets",17.61,2.87,0.16,"Green Healthy (Rock-Solid Stability)"
2024-06,ing033,"Buffalo Sauce",11.52,2.39,0.21,"Yellow Warning (Moderately Shifting)"
2024-06,ing034,Ranch,13.52,0.5,0.04,"Green Healthy (Rock-Solid Stability)"
2024-06,ing040,"Caramel Filling",12.32,1.85,0.15,"Green Healthy (Rock-Solid Stability)"
2024-06,ing041,"Chocolate Syrup",17.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-06,ing047,"Cold Brew Coffee",48.61,9.53,0.2,"Yellow Warning (Moderately Shifting)"
2024-06,ing048,"Cold Brew Coffee 1.5L",31.41,6.89,0.22,"Yellow Warning (Moderately Shifting)"
2024-07,ing001,"Flatbread Dough (8-pack)",8.39,8.8,1.05,"Red Alert (Wildly Volatile)"
2024-07,ing002,"Roasted Red Peppers",17.23,2.7,0.16,"Green Healthy (Rock-Solid Stability)"
2024-07,ing003,"Goat Cheese",10.73,1.9,0.18,"Green Healthy (Rock-Solid Stability)"
2024-07,ing004,"Black Olives",20.17,2.89,0.14,"Green Healthy (Rock-Solid Stability)"
2024-07,ing005,"Sun-Dried Tomatoes",13.80,1.78,0.13,"Green Healthy (Rock-Solid Stability)"
2024-07,ing006,"Spicy Chicken",8.59,1.61,0.19,"Green Healthy (Rock-Solid Stability)"
2024-07,ing007,Jalapenos,16.23,3.24,0.2,"Yellow Warning (Moderately Shifting)"
2024-07,ing008,"Smoked Gouda",9.24,1.98,0.21,"Yellow Warning (Moderately Shifting)"
2024-07,ing009,"Chipotle Sauce",16.00,2.44,0.15,"Green Healthy (Rock-Solid Stability)"
2024-07,ing010,"Wild Mushrooms",11.40,2.35,0.21,"Yellow Warning (Moderately Shifting)"
2024-07,ing011,"Truffle Oil",4.87,1.18,0.24,"Yellow Warning (Moderately Shifting)"
2024-07,ing012,Mozzarella,17.94,2.96,0.17,"Green Healthy (Rock-Solid Stability)"
2024-07,ing013,"Fresh Spinach",12.90,1.7,0.13,"Green Healthy (Rock-Solid Stability)"
2024-07,ing014,"Italian Sausage",9.00,1.78,0.2,"Yellow Warning (Moderately Shifting)"
2024-07,ing015,"Roasted Garlic",14.07,2.6,0.18,"Green Healthy (Rock-Solid Stability)"
2024-07,ing016,"Red Onion",16.55,3.23,0.2,"Yellow Warning (Moderately Shifting)"
2024-07,ing017,"Fresh Basil",7.86,0.94,0.12,"Green Healthy (Rock-Solid Stability)"
2024-07,ing018,"Smoked Salmon",-3.90,4.1,-1.05,"Red Alert (Wildly Volatile)"
2024-07,ing019,"Dill Cream Cheese",9.50,2.17,0.23,"Yellow Warning (Moderately Shifting)"
2024-07,ing020,Capers,9.37,1.17,0.12,"Green Healthy (Rock-Solid Stability)"
2024-07,ing021,Arugula,13.43,2.26,0.17,"Green Healthy (Rock-Solid Stability)"
2024-07,ing022,"BBQ Brisket",7.61,1.59,0.21,"Yellow Warning (Moderately Shifting)"
2024-07,ing023,"Cheddar Cheese",11.55,2.01,0.17,"Green Healthy (Rock-Solid Stability)"
2024-07,ing024,"BBQ Sauce",13.68,2.16,0.16,"Green Healthy (Rock-Solid Stability)"
2024-07,ing025,"Tandoori Chicken",8.07,1.77,0.22,"Yellow Warning (Moderately Shifting)"
2024-07,ing026,"Mint Yogurt",10.93,1.67,0.15,"Green Healthy (Rock-Solid Stability)"
2024-07,ing027,"Green Chilli",6.63,1.43,0.21,"Yellow Warning (Moderately Shifting)"
2024-07,ing028,"Grilled Pineapple",8.77,1.75,0.2,"Yellow Warning (Moderately Shifting)"
2024-07,ing029,"Pulled Pork",5.27,1.48,0.28,"Yellow Warning (Moderately Shifting)"
2024-07,ing030,"Truffle Fries",19.46,2.38,0.12,"Green Healthy (Rock-Solid Stability)"
2024-07,ing031,Parmesan,8.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-07,ing035,"Garlic Knots",25.58,3.32,0.13,"Green Healthy (Rock-Solid Stability)"
2024-07,ing036,Kale,14.93,2.76,0.19,"Green Healthy (Rock-Solid Stability)"
2024-07,ing037,Spinach,13.39,2.41,0.18,"Green Healthy (Rock-Solid Stability)"
2024-07,ing038,Avocado,11.64,0.67,0.06,"Green Healthy (Rock-Solid Stability)"
2024-07,ing039,"Mixed Seeds",15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-07,ing040,"Caramel Filling",12.81,2.3,0.18,"Green Healthy (Rock-Solid Stability)"
2024-07,ing041,"Chocolate Syrup",17.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-07,ing042,"Espresso Panna Base",10.12,1.42,0.14,"Green Healthy (Rock-Solid Stability)"
2024-07,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-07,ing046,"Mango Sticky Rice Mix",14.32,2.65,0.19,"Green Healthy (Rock-Solid Stability)"
2024-07,ing047,"Cold Brew Coffee",45.78,10.97,0.24,"Yellow Warning (Moderately Shifting)"
2024-07,ing048,"Cold Brew Coffee 1.5L",28.40,8.63,0.3,"Yellow Warning (Moderately Shifting)"
2024-07,ing050,"Ginger Fizz 1.5L",31.43,8.55,0.27,"Yellow Warning (Moderately Shifting)"
2024-07,ing051,"Lime Mint Sparkle 33cl",52.40,10.81,0.21,"Yellow Warning (Moderately Shifting)"
2024-07,ing053,"Berry Kombucha 33cl",51.54,10.73,0.21,"Yellow Warning (Moderately Shifting)"
2024-07,ing032,"Cauliflower Florets",16.90,2.86,0.17,"Green Healthy (Rock-Solid Stability)"
2024-07,ing033,"Buffalo Sauce",14.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-07,ing034,Ranch,13.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-07,ing044,"Berry Mix",16.12,2.53,0.16,"Green Healthy (Rock-Solid Stability)"
2024-07,ing045,"Oat Crumble",15.92,2.37,0.15,"Green Healthy (Rock-Solid Stability)"
2024-07,ing049,"Ginger Fizz 33cl",59.50,11.03,0.19,"Green Healthy (Rock-Solid Stability)"
2024-07,ing052,"Lime Mint Sparkle 1.5L",31.62,9.13,0.29,"Yellow Warning (Moderately Shifting)"
2024-07,ing054,"Berry Kombucha 1.5L",28.37,9.22,0.32,"Yellow Warning (Moderately Shifting)"
2024-08,ing001,"Flatbread Dough (8-pack)",10.65,9.87,0.93,"Red Alert (Wildly Volatile)"
2024-08,ing002,"Roasted Red Peppers",15.87,2.68,0.17,"Green Healthy (Rock-Solid Stability)"
2024-08,ing003,"Goat Cheese",10.58,1.6,0.15,"Green Healthy (Rock-Solid Stability)"
2024-08,ing004,"Black Olives",20.42,3.42,0.17,"Green Healthy (Rock-Solid Stability)"
2024-08,ing005,"Sun-Dried Tomatoes",13.39,1.36,0.1,"Green Healthy (Rock-Solid Stability)"
2024-08,ing007,Jalapenos,16.19,3.25,0.2,"Yellow Warning (Moderately Shifting)"
2024-08,ing010,"Wild Mushrooms",8.80,4.04,0.46,"Yellow Warning (Moderately Shifting)"
2024-08,ing011,"Truffle Oil",4.84,1.37,0.28,"Yellow Warning (Moderately Shifting)"
2024-08,ing012,Mozzarella,16.94,2.9,0.17,"Green Healthy (Rock-Solid Stability)"
2024-08,ing013,"Fresh Spinach",13.27,2.06,0.16,"Green Healthy (Rock-Solid Stability)"
2024-08,ing014,"Italian Sausage",8.90,1.77,0.2,"Yellow Warning (Moderately Shifting)"
2024-08,ing015,"Roasted Garlic",13.90,2.29,0.16,"Green Healthy (Rock-Solid Stability)"
2024-08,ing016,"Red Onion",16.52,3.14,0.19,"Green Healthy (Rock-Solid Stability)"
2024-08,ing017,"Fresh Basil",8.29,1.02,0.12,"Green Healthy (Rock-Solid Stability)"
2024-08,ing018,"Smoked Salmon",-2.30,3.53,-1.54,"Red Alert (Wildly Volatile)"
2024-08,ing019,"Dill Cream Cheese",9.53,1.84,0.19,"Green Healthy (Rock-Solid Stability)"
2024-08,ing020,Capers,9.97,0.18,0.02,"Green Healthy (Rock-Solid Stability)"
2024-08,ing021,Arugula,13.97,0.18,0.01,"Green Healthy (Rock-Solid Stability)"
2024-08,ing022,"BBQ Brisket",7.42,1.58,0.21,"Yellow Warning (Moderately Shifting)"
2024-08,ing023,"Cheddar Cheese",11.16,2.02,0.18,"Green Healthy (Rock-Solid Stability)"
2024-08,ing024,"BBQ Sauce",13.39,1.96,0.15,"Green Healthy (Rock-Solid Stability)"
2024-08,ing025,"Tandoori Chicken",8.20,1.49,0.18,"Green Healthy (Rock-Solid Stability)"
2024-08,ing026,"Mint Yogurt",11.07,2.08,0.19,"Green Healthy (Rock-Solid Stability)"
2024-08,ing027,"Green Chilli",6.77,0.88,0.13,"Green Healthy (Rock-Solid Stability)"
2024-08,ing028,"Grilled Pineapple",8.71,1.65,0.19,"Green Healthy (Rock-Solid Stability)"
2024-08,ing029,"Pulled Pork",5.29,1.57,0.3,"Yellow Warning (Moderately Shifting)"
2024-08,ing030,"Truffle Fries",17.64,3.11,0.18,"Green Healthy (Rock-Solid Stability)"
2024-08,ing031,Parmesan,8.08,1.52,0.19,"Green Healthy (Rock-Solid Stability)"
2024-08,ing032,"Cauliflower Florets",17.26,2.9,0.17,"Green Healthy (Rock-Solid Stability)"
2024-08,ing033,"Buffalo Sauce",12.96,0.19,0.01,"Green Healthy (Rock-Solid Stability)"
2024-08,ing034,Ranch,13.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-08,ing035,"Garlic Knots",23.93,3.94,0.16,"Green Healthy (Rock-Solid Stability)"
2024-08,ing036,Kale,18.84,0.97,0.05,"Green Healthy (Rock-Solid Stability)"
2024-08,ing037,Spinach,13.16,2.2,0.17,"Green Healthy (Rock-Solid Stability)"
2024-08,ing038,Avocado,10.44,0.5,0.05,"Green Healthy (Rock-Solid Stability)"
2024-08,ing039,"Mixed Seeds",15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-08,ing040,"Caramel Filling",11.46,2.04,0.18,"Green Healthy (Rock-Solid Stability)"
2024-08,ing041,"Chocolate Syrup",17.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-08,ing042,"Espresso Panna Base",9.89,1.52,0.15,"Green Healthy (Rock-Solid Stability)"
2024-08,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-08,ing044,"Berry Mix",17.83,2.81,0.16,"Green Healthy (Rock-Solid Stability)"
2024-08,ing045,"Oat Crumble",15.52,2,0.13,"Green Healthy (Rock-Solid Stability)"
2024-08,ing047,"Cold Brew Coffee",50.30,11.48,0.23,"Yellow Warning (Moderately Shifting)"
2024-08,ing048,"Cold Brew Coffee 1.5L",28.19,9.47,0.34,"Yellow Warning (Moderately Shifting)"
2024-08,ing050,"Ginger Fizz 1.5L",31.44,7.93,0.25,"Yellow Warning (Moderately Shifting)"
2024-08,ing051,"Lime Mint Sparkle 33cl",57.00,12.03,0.21,"Yellow Warning (Moderately Shifting)"
2024-08,ing052,"Lime Mint Sparkle 1.5L",30.04,7.47,0.25,"Yellow Warning (Moderately Shifting)"
2024-08,ing053,"Berry Kombucha 33cl",54.12,10.49,0.19,"Green Healthy (Rock-Solid Stability)"
2024-08,ing054,"Berry Kombucha 1.5L",30.31,8.98,0.3,"Yellow Warning (Moderately Shifting)"
2024-08,ing006,"Spicy Chicken",8.83,1.44,0.16,"Green Healthy (Rock-Solid Stability)"
2024-08,ing008,"Smoked Gouda",9.31,1.68,0.18,"Green Healthy (Rock-Solid Stability)"
2024-08,ing009,"Chipotle Sauce",14.38,1.9,0.13,"Green Healthy (Rock-Solid Stability)"
2024-08,ing049,"Ginger Fizz 33cl",47.92,11.78,0.25,"Yellow Warning (Moderately Shifting)"
2024-08,ing046,"Mango Sticky Rice Mix",14.62,2.3,0.16,"Green Healthy (Rock-Solid Stability)"
2024-09,ing001,"Flatbread Dough (8-pack)",14.67,9.02,0.61,"Red Alert (Wildly Volatile)"
2024-09,ing002,"Roasted Red Peppers",16.24,1.04,0.06,"Green Healthy (Rock-Solid Stability)"
2024-09,ing003,"Goat Cheese",10.83,1.93,0.18,"Green Healthy (Rock-Solid Stability)"
2024-09,ing004,"Black Olives",22.55,3.08,0.14,"Green Healthy (Rock-Solid Stability)"
2024-09,ing005,"Sun-Dried Tomatoes",16.69,0.46,0.03,"Green Healthy (Rock-Solid Stability)"
2024-09,ing006,"Spicy Chicken",8.64,1.65,0.19,"Green Healthy (Rock-Solid Stability)"
2024-09,ing007,Jalapenos,16.87,3.69,0.22,"Yellow Warning (Moderately Shifting)"
2024-09,ing008,"Smoked Gouda",9.57,1.88,0.2,"Yellow Warning (Moderately Shifting)"
2024-09,ing009,"Chipotle Sauce",14.39,2.26,0.16,"Green Healthy (Rock-Solid Stability)"
2024-09,ing010,"Wild Mushrooms",9.59,3.25,0.34,"Yellow Warning (Moderately Shifting)"
2024-09,ing011,"Truffle Oil",4.97,1.35,0.27,"Yellow Warning (Moderately Shifting)"
2024-09,ing012,Mozzarella,17.90,3,0.17,"Green Healthy (Rock-Solid Stability)"
2024-09,ing013,"Fresh Spinach",13.00,2.45,0.19,"Green Healthy (Rock-Solid Stability)"
2024-09,ing014,"Italian Sausage",9.43,1.87,0.2,"Yellow Warning (Moderately Shifting)"
2024-09,ing015,"Roasted Garlic",14.37,2.37,0.17,"Green Healthy (Rock-Solid Stability)"
2024-09,ing016,"Red Onion",17.87,3.23,0.18,"Green Healthy (Rock-Solid Stability)"
2024-09,ing017,"Fresh Basil",9.13,0.56,0.06,"Green Healthy (Rock-Solid Stability)"
2024-09,ing018,"Smoked Salmon",-3.93,3.71,-0.94,"Red Alert (Wildly Volatile)"
2024-09,ing019,"Dill Cream Cheese",8.47,1.98,0.23,"Yellow Warning (Moderately Shifting)"
2024-09,ing020,Capers,8.83,0.86,0.1,"Green Healthy (Rock-Solid Stability)"
2024-09,ing021,Arugula,12.60,1.84,0.15,"Green Healthy (Rock-Solid Stability)"
2024-09,ing022,"BBQ Brisket",7.67,1.42,0.19,"Green Healthy (Rock-Solid Stability)"
2024-09,ing023,"Cheddar Cheese",12.03,2.09,0.17,"Green Healthy (Rock-Solid Stability)"
2024-09,ing024,"BBQ Sauce",14.77,1.86,0.13,"Green Healthy (Rock-Solid Stability)"
2024-09,ing025,"Tandoori Chicken",8.45,1.63,0.19,"Green Healthy (Rock-Solid Stability)"
2024-09,ing026,"Mint Yogurt",11.31,1.88,0.17,"Green Healthy (Rock-Solid Stability)"
2024-09,ing027,"Green Chilli",7.00,1.39,0.2,"Yellow Warning (Moderately Shifting)"
2024-09,ing028,"Grilled Pineapple",9.36,1.74,0.19,"Green Healthy (Rock-Solid Stability)"
2024-09,ing029,"Pulled Pork",5.93,1.53,0.26,"Yellow Warning (Moderately Shifting)"
2024-09,ing030,"Truffle Fries",18.71,3.24,0.17,"Green Healthy (Rock-Solid Stability)"
2024-09,ing031,Parmesan,10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-09,ing032,"Cauliflower Florets",16.92,2.54,0.15,"Green Healthy (Rock-Solid Stability)"
2024-09,ing033,"Buffalo Sauce",12.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-09,ing034,Ranch,13.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-09,ing035,"Garlic Knots",25.17,3.37,0.13,"Green Healthy (Rock-Solid Stability)"
2024-09,ing036,Kale,18.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-09,ing037,Spinach,14.29,2.4,0.17,"Green Healthy (Rock-Solid Stability)"
2024-09,ing038,Avocado,10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-09,ing039,"Mixed Seeds",15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-09,ing040,"Caramel Filling",11.78,1.84,0.16,"Green Healthy (Rock-Solid Stability)"
2024-09,ing041,"Chocolate Syrup",17.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-09,ing042,"Espresso Panna Base",9.40,1.9,0.2,"Yellow Warning (Moderately Shifting)"
2024-09,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2024-09,ing044,"Berry Mix",16.14,2.07,0.13,"Green Healthy (Rock-Solid Stability)"
2024-09,ing045,"Oat Crumble",15.27,0.96,0.06,"Green Healthy (Rock-Solid Stability)"
2024-09,ing046,"Mango Sticky Rice Mix",14.92,2.68,0.18,"Green Healthy (Rock-Solid Stability)"
2024-09,ing047,"Cold Brew Coffee",49.38,9.27,0.19,"Green Healthy (Rock-Solid Stability)"
2024-09,ing048,"Cold Brew Coffee 1.5L",29.64,9.13,0.31,"Yellow Warning (Moderately Shifting)"
2024-09,ing049,"Ginger Fizz 33cl",52.35,12.15,0.23,"Yellow Warning (Moderately Shifting)"
2024-09,ing050,"Ginger Fizz 1.5L",33.69,8.03,0.24,"Yellow Warning (Moderately Shifting)"
2024-09,ing051,"Lime Mint Sparkle 33cl",58.04,11.69,0.2,"Yellow Warning (Moderately Shifting)"
2024-09,ing052,"Lime Mint Sparkle 1.5L",29.83,7.72,0.26,"Yellow Warning (Moderately Shifting)"
2024-09,ing053,"Berry Kombucha 33cl",49.17,9.44,0.19,"Green Healthy (Rock-Solid Stability)"
2024-09,ing054,"Berry Kombucha 1.5L",29.48,9.25,0.31,"Yellow Warning (Moderately Shifting)"
2024-10,ing001,"Flatbread Dough (8-pack)",10.32,9.47,0.92,"Red Alert (Wildly Volatile)"
2024-10,ing002,"Roasted Red Peppers",14.74,1.83,0.12,"Green Healthy (Rock-Solid Stability)"
